writer,num_articles,gender,last_url
George Prayias,1,male,https://www.rushlimbaugh.com/daily/2019/06/12/have-you-taken-a-look-at-drudge-lately/
Ben Travis,1,male,https://www.empireonline.com/movies/news/tarantino-star-trek-project-sweary-r-rated/
Clark Collis,2,male,https://ew.com/movies/2019/06/19/midsommar-reactions/
Jessica Chasmar,1,female,https://www.washingtontimes.com/news/2019/jun/13/joe-crain-wics-meteorologist-fired-after-slamming-/
Shraddha Chakradhar,1,unknown,https://www.bostonglobe.com/2019/06/27/business/healthcare/stat/u-of-chicago-accused-of-sharing-identifiable-patient-data-with-google/
Brittany Flaherty,1,female,https://www.bostonglobe.com/2019/07/09/business/healthcare/stat/a-superbug-commands-attention-but-little-money-for-research-to-stop-it/
Matt Dathan,1,male,https://www.thesun.co.uk/news/9284374/tory-leadership-election-first-ballot-mps-boris-johnson/
Taylor Mahlandt,4,male,https://slate.com/technology/2019/06/monopoly-new-version-ai-cashless-game.html
David Kaye,1,male,https://slate.com/technology/2019/06/social-media-companies-online-speech-america-europe-world.html
Pramila Jayapal,2,unknown,http://www.nytimes.com/2019/06/13/opinion/pramila-jayapal-abortion.html
Alan Light,2,male,http://www.nytimes.com/2019/06/12/movies/rolling-thunder-revue-netflix.html
Corrie Driebusch,1,male,https://www.wsj.com/news/business/defense-aerospace
Matthew Goodwin,1,male,https://www.wsj.com/articles/europes-populists-are-here-to-stay-11560524237?mod=hp_lead_pos9
Simon Clark,1,male,https://www.wsj.com/articles/cerberushunts-for-yield-in-mongolia-11560850202?mod=searchresults&page=1&pos=1&mod=article_inline
Travis Rieder,1,male,https://www.wsj.com/articles/the-perilous-blessing-of-opioids-11560504600?mod=hp_listb_pos4
William Mauldin,3,male,https://www.wsj.com/articles/lighthizer-plans-call-with-chinese-counterpart-ahead-of-trump-xi-talks-11560955328?mod=hp_listc_pos3
Tim Culpan,1,male,http://www.latimes.com/espanol/eeuu/la-es-su-iphone-ya-esta-hecho-en-ee-uu-20190613-story.html
Seema Mehta,3,female,http://www.latimes.com/politics/la-na-pol-2020-trump-immigration-deportation-20190621-story.html
Dina Nayeri,1,female,http://www.latimes.com/opinion/op-ed/la-oe-nayeri-iran-refugee-life-shame-oklahoma-20190614-story.html
Kyle Hooten,5,male,https://dailycaller.com/2019/06/20/vietnam-russia-preserve-ho-chi-minh-body/
Reagan-Bush Campaign,4,unknown,https://dailycaller.com/2019/06/11/maistros-pro-life-polls/
Heather Madden,1,female,https://dailycaller.com/2019/06/11/madden-infectious-border/
Bob Curley,1,male,https://www.10best.com/interests/food-culture/rhode-island-has-its-own-clam-chowder-it-was-first/
Ithaca Journal,2,unknown,https://www.usatoday.com/in-depth/news/nation/2019/06/13/josie-berrios-ithaca-murder-arson-domestic-violence-michael-davis/1437880001/
Kaelyn Forde,1,female,https://www.aljazeera.com/news/2019/06/face-abortion-bans-states-expand-access-190612163127127.html
Ghanem Al Sulaiti,1,unknown,https://www.aljazeera.com/programmes/specialseries/2018/02/qatar-blockade-180212075226584.html
Dan Mcadams,1,male,https://www.aljazeera.com/programmes/faultlines/2017/04/trump-show-170410080214061.html
Juliana Ruhfus,2,female,https://www.aljazeera.com/programmes/peopleandpower/2019/06/murder-marielle-franco-190605100430174.html
Natalia Faisal,1,female,https://www.aljazeera.com/news/2019/06/blueforsudan-social-media-turning-blue-sudan-190613132528243.html
Andrew Thomas,1,male,https://www.aljazeera.com/news/2019/06/suspected-zealand-mosque-shooter-pleads-guilty-190613233346021.html
Savanna Swain-Wilson,2,female,https://www.businessinsider.com/best-vegan-items-to-buy-at-costco-2019-6
Madeline Stone,1,female,https://www.businessinsider.com/dead-mall-filmmaker-dan-bell-reveals-strange-sights-2019-6
Richard Feloni,5,male,https://businessinsider.com/ray-dalio-book-recommendation-reading-2019-7
Rachel Green,8,female,https://www.businessinsider.com/7-7-2019-tech-companies-in-financial-services
Christian Nguyen,2,male,https://www.businessinsider.com.au/drifting-physics-explained-driving-fast-furious-2019-6
Jacquelyn Smith,3,female,https://www.businessinsider.com/resume-expert-shares-most-annoying-mistakes-job-seekers-make-2016-9
Charlotte Greenfield,1,female,https://www.businessinsider.com/christchurch-shooter-pleads-not-guilty-new-zealand-brenton-tarrant-2019-6
Elizabeth Aldrich,5,female,https://www.businessinsider.com/quit-my-job-for-side-hustle-best-decision-2019-7
Adrian Granzella Larssen,1,male,https://www.businessinsider.com/email-template-brought-in-100-of-my-clients-adrian-granzella-larssen-2019-6
Nick Vega,1,male,https://www.businessinsider.com/college-degrees-and-majors-of-famous-tech-ceos
Frank Olito,3,male,https://www.businessinsider.com/how-the-cost-of-harvard-has-changed-throughout-the-years2019-6
Peter Aitken,1,male,https://www.businessinsider.com/celebrity-couple-business-success-failure-2019-6
Shireen Jaffer,1,unknown,https://www.businessinsider.com/why-the-job-hunt-remains-struggle-for-college-grads-2019-6
Amir Ismael,8,male,https://www.businessinsider.com/sales-and-deals-of-the-day-lands-end-graco-fire-tv-leesa2019-7
Bryan Washington,1,male,http://www.latimes.com/books/la-ca-jc-bryan-washington-interview-20190314-story.html
Ronald Purser,1,male,https://www.theguardian.com/lifeandstyle/2019/jun/14/the-mindfulness-conspiracy-capitalist-spirituality
Peter Carty,1,male,https://www.theguardian.com/books/2019/jun/14/jeremy-corbyn-on-joyces-ulysses-dont-beat-yourself-up-if-you-dont-understand-it
Daniel Renwick,1,male,https://www.theguardian.com/commentisfree/2019/jun/14/grenfell-tower-fire-two-years-firefighters
Chris Patten,1,male,https://www.theguardian.com/commentisfree/2019/jun/14/britain-hong-kong-china-power-extradition-chris-patten
Amrou Al-Kadhi,1,unknown,https://www.theguardian.com/commentisfree/2019/jun/14/mainstream-pride-flag-queer-people-paris-is-burning
Harriet Gibsone,2,female,https://www.theguardian.com/stage/2019/jul/05/sophie-duker-funniest-things
M A Joy,1,unknown,https://www.theguardian.com/cities/2019/jun/14/then-i-saw-rupauls-drag-race-coming-out-as-x-gender-in-tokyo-a-manga
Lis Cashin,1,unknown,https://www.theguardian.com/lifeandstyle/2019/jun/14/experience-i-killed-my-classmate-with-a-javelin
Jay Julius,1,male,https://www.theguardian.com/commentisfree/2019/jun/14/trans-mountain-pipeline-expansion-trudeau-indigenous-communities
Barry Eichengreen,3,male,https://www.theguardian.com/business/2019/jun/18/donald-trump-attacks-ecb-for-currency-manipulation
Howard Davies,2,male,https://www.theguardian.com/business/2019/jan/06/chinas-moon-landing-proves-it-is-more-than-just-a-paper-dragon
Mohamed El-Erian,3,male,https://www.theguardian.com/business/2019/apr/17/ketchup-handbags-and-consoles-among-us-imports-facing-tariffs
Sam Morris,4,male,https://www.theguardian.com/us-news/ng-interactive/2019/jun/20/american-family-trans-gender-queer-nonbinary
Enjoli Liston,1,unknown,https://www.theguardian.com/us-news/ng-interactive/2019/jun/13/2020-election-issues-democrats-policies-climate-change-abortion-immigration-healthcare-where-candidates-stand
Christian Araos,1,male,https://www.theguardian.com/football/2019/jun/14/bermuda-world-cup-gold-cup-2019-soccer
Weta'S Tellyvisions,17,unknown,https://www.nbcnews.com/think/opinion/netflix-s-murder-mystery-adam-sandler-jennifer-aniston-isn-t-ncna1022291
Brianne Herrman,2,female,http://www.thelily.com/my-mind-is-just-in-a-constant-state-of-worry-this-is-how-i-experience-anxiety/
Anne Nouri,1,female,https://www.washingtonpost.com/business/2019/06/11/how-decide-between-an-auction-estate-sale/
Zaria Gorvett,1,female,http://www.bbc.com/future/story/20190610-how-modern-life-is-transforming-the-human-skeleton
Bill Allison,1,male,https://news.yahoo.com/democrats-apos-2020-odds-against-080000889.html
Martin E. Comas,1,male,https://www.orlandosentinel.com/news/os-ne-lake-county-pastor-make-america-straight-again-20190613-q55c22mqxjf3djdmg6orqdwjru-story.html
Phoebe Weston,1,female,https://www.independent.co.uk/news/science/pitcher-plants-eating-young-spotted-salamanders-a8958741.html
Donna Abu-Nasr,1,female,https://www.bnnbloomberg.ca/saudis-wonder-if-another-big-taboo-is-about-to-end-1.1273179
Jonathan P. Higgins,2,male,https://slate.com/human-interest/2019/06/paris-is-burning-rerelease-controversy-legacy.html
Lance Koonce,2,male,https://slate.com/technology/2019/06/manhattan-helicopter-crash-viral-tweet-video.html
Pat Tanumihardja,1,male,https://slate.com/culture/2019/06/congee-arroz-caldo-bubur-ayam-comfort-food.html
Declan Walsh,11,male,http://www.nytimes.com/2019/07/05/world/africa/sudan-power-sharing-deal.html
Jonathan Kandell,2,male,http://www.nytimes.com/2019/06/15/arts/music/franco-zeffirelli-dead.html
Alfie Kohn,4,male,http://www.nytimes.com/2019/06/15/opinion/sunday/schools-testing-ranking.html#commentsContainer
Eliot Higgins,2,male,http://www.nytimes.com/2019/06/14/opinion/iran-tanker-attacks.html
Omer Aziz,2,male,http://www.nytimes.com/2019/06/14/opinion/sunday/raptors-warriors-canada.html
Lauren Mechling,2,male,http://www.nytimes.com/2019/06/14/opinion/sunday/how-to-end-a-friendship.html
Ryan Knutson,1,male,https://www.wsj.com/video/series/a-brief-history-of/the-modern-cell-carrier-how-we-got-here/980E2187-401D-48A1-B82B-1486CEE06CB9
Dan Gallagher,1,male,https://www.wsj.com/articles/fortnite-effect-the-game-never-ends-11550226601?mod=article_inline
Will Parker,2,male,https://www.wsj.com/articles/new-york-condo-conversions-near-the-end-a-casualty-of-rent-reform-11562583612?mod=hp_major_pos6
Acacia Coronado,2,female,https://www.wsj.com/news/business/food-tobacco
Alexa St. John,4,female,https://www.wsj.com/articles/hoboken-takes-e-scooters-for-a-spin-and-complaints-follow-11561204800
Yuka Hayashi,1,unknown,https://www.wsj.com/news/types/your-money
David Colker,3,male,http://www.latimes.com/local/obituaries/la-me-franco-zeffirelli-20190615-story.html
Susan Decker,1,female,http://www.latimes.com/business/la-fi-huawei-patents-telecom-20190614-story.html
George Pearkes,1,male,https://www.businessinsider.com/us-economic-problem-rural-urban-southern-regional-wsj-2019-6
Jessica Orwig,2,female,https://www.businessinsider.com/elon-musk-jeff-bezos-fights-disagreements-insults-list-2019-6
Andrea Shalal,2,male,https://www.businessinsider.com/canada-backs-startup-to-boost-data-on-space-debris-2019-6
Eric Bahn,1,male,https://www.businessinsider.com/silicon-valley-founder-tweeted-kids-were-terrible-for-his-career-2019-6
Lindsay Dodgson,3,male,https://www.businessinsider.com/taylor-swift-angry-scooter-braun-buying-old-music-explainer-2019-7
Olivia Oran,3,female,https://www.businessinsider.com/top-prime-stories-q2-7-7
Lambeth Hochwald,1,unknown,https://www.businessinsider.com/a-silicon-valley-headhunter-reveals-the-precise-formula-he-uses-2019-6
Oscar Williams-Grut,1,male,https://www.businessinsider.com/inside-symphonys-battle-to-break-into-a-28-billion-market-for-wall-street-chat-and-avoid-becoming-bloomberg-roadkill-2018-8
Aliza Gulab,1,female,https://www.businessinsider.com.au/new-roller-coaster-wizarding-world-of-harry-potter-video-06-2019-2019-6
Steffanie Tan,10,female,https://www.pedestrian.tv/entertainment/trixie-katya-touring-australia-2020-unhhhh/
Jennings Brown,2,male,https://www.gizmodo.com.au/2019/06/alligator-with-knife-stuck-in-its-head-seen-in-lake-in-texas/
Charles Pulliam-Moore,2,male,https://www.gizmodo.com.au/2019/06/us-police-let-mum-keep-feeding-son-bleach-after-she-showed-them-youtube-videos-doctor-approval/
Mike Fahey,4,male,https://www.kotaku.com.au/2019/06/personality-has-become-a-vital-esports-skill/
Dustin Dwyer,1,male,https://www.npr.org/2019/06/15/732511971/who-is-justin-amash-and-why-is-he-willing-to-go-against-his-own-party
Neda Ula,3,female,https://www.npr.org/2019/07/04/738767035/satirical-staple-mad-to-exit-newsstands-and-recycle-its-classic-material
Abdul Sattar,6,male,https://www.npr.org/2019/06/15/732470412/in-india-and-pakistan-cricket-fans-are-gearing-up-for-their-favorite-world-cup-m
Tessa Thompson,1,female,https://www.npr.org/2019/06/14/732492888/tessa-thompson-new-men-in-black-agent-found-inspiration-in-the-originals
James Fredrick,1,male,https://www.npr.org/2019/06/14/732485182/mexico-is-overwhelmed-by-asylum-claims-as-it-ramps-up-immigration-enforcement
Jennifer Schmidt,1,female,https://www.npr.org/2019/02/25/697641324/better-than-cash-how-awards-can-shape-our-behavior
Tara Boyle,2,female,https://www.npr.org/2019/06/14/731731328/mechanical-sex-the-relationship-between-intercourse-and-intimacy
Product Manager,1,unknown,https://www.huffingtonpost.in/news/comedy/
Akanksha Sharma,1,unknown,https://www.huffingtonpost.in/news/travel/
Harsimran Gill,2,unknown,https://www.huffingtonpost.in/entry/12-south-asian-lgbtq-books-to-read_in_5d0370dae4b0dc17ef07ddb8?utm_hp_ref=in-homepage
Padmaparna Ghosh,1,unknown,https://www.huffingtonpost.in/news/analysis/
Al Donato,1,male,https://www.huffingtonpost.in/entry/in-canada-a-powwow-dancer-blazes-through-gender-norms_in_5cfbcc8ae4b02ee34777d675?utm_hp_ref=in-homepage
Anannya Baruah,1,unknown,https://www.huffingtonpost.in/entry/good-omens-book-neil-gaiman-terry-pratchett-racism_in_5cf136c3e4b0a1997b692f96?utm_hp_ref=in-homepage
Binjal Shah,2,unknown,https://www.huffingtonpost.in/entry/altbalaji-put-up-these-horrifying-posters-in-women-s-loos_in_5d008a96e4b0e7e7816f5630?utm_hp_ref=in-homepage
Hampton Dellinger,1,unknown,https://www.politico.com/magazine/story/2019/06/09/soccer-women-world-cup-227099
R. Daniel Kelemen,2,unknown,https://www.politico.eu/article/eu-top-jobs-spitz-hits-the-skids/
John Hooper,2,male,https://www.theguardian.com/stage/2019/jun/15/franco-zeffirelli-died-96
Susanna Rustin,1,female,https://www.theguardian.com/commentisfree/2019/jun/15/transform-lives-burning-planet-agriculture-consumption
Aaron Timms,1,male,https://www.theguardian.com/sport/2019/jun/15/how-did-the-golden-state-warriors-become-the-team-no-one-likes
Phoebe Taplin,2,female,https://www.theguardian.com/books/2019/jun/15/rock-paper-scissors-and-other-stories-maxim-osipov-review
Tessa Pearson,1,female,https://www.theguardian.com/lifeandstyle/2019/jun/15/outside-the-box-room-within-a-room-east-london-flat-into-family-space
Carolina Setterwall,1,female,https://www.theguardian.com/lifeandstyle/2019/jun/15/the-day-i-found-my-partner-dead-carolina-setterwall
Matt Collins,1,male,https://www.theguardian.com/lifeandstyle/2019/jun/15/echiums-sun-lovers-perfect-plant-warm-climates
Laura Joffre,1,female,https://www.theguardian.com/artanddesign/gallery/2019/jun/15/shutter-speeds-the-cars-of-el-mirage-in-pictures
Freddie Tunnard,1,male,https://www.nbcnews.com/politics/white-house/ivanka-trump-made-almost-4-million-trump-washington-hotel-last-n1017801
Malka Older,2,female,http://www.nytimes.com/2019/06/17/opinion/future-united-latin-america.html
Ann Xu,2,female,http://www.thelily.com/i-signed-up-for-the-extra-money-but-cat-sitting-came-with-unexpected-benefits/
Eric Posner,2,male,https://www.nytimes.com/2019/04/23/opinion/mueller-report-trump-white-house-resitance.html#commentsContainer
Will Wade,1,male,https://www.bnnbloomberg.ca/hackers-that-took-down-saudi-oil-site-probing-u-s-power-grid-1.1273504
Jami Ganz,1,female,https://www.nydailynews.com/entertainment/ny-maude-apatow-profile-euphoria-20190615-go2wicc52zeybnq5cnwjq7fw3a-story.html
Instagram,1,unknown,https://www.mirror.co.uk/news/world-news/dragon-girl-tongue-split-half-16522296
Tyler Rogoway,1,male,https://www.thedrive.com/the-war-zone/28522/new-video-of-area-51-provides-the-most-recent-look-into-the-secret-flight-test-base
Mike Pare,1,male,https://www.timesfreepress.com/news/breakingnews/story/2019/jun/14/union-story/496765/
Hunter Walker,1,male,https://news.yahoo.com/trump-replace-sarah-sanders-tv-street-fighter-204656657.html
Gerry Smith,1,male,https://www.bnnbloomberg.ca/journalism-job-cuts-haven-t-been-this-bad-since-the-recession-1.1280981
William Dameron,4,male,http://www.nytimes.com/2019/06/14/well/family/a-dad-by-any-other-name.html#commentsContainer
Yuen Ying Chan,4,unknown,http://www.nytimes.com/2019/06/15/opinion/hong-kong-extradition-protests.html#commentsContainer
Tiya Miles,2,unknown,http://www.nytimes.com/2019/06/15/opinion/sunday/black-bodies-green-spaces.html
Naima Green,2,female,http://www.nytimes.com/2019/06/15/opinion/photography-nature-green.html
Louis Lucero Ii,2,male,http://www.nytimes.com/2019/06/16/us/revisiting-stonewall-memories-history.html
Ana Swanson Jeanna Smialek,1,female,https://cn.nytimes.com/usa/20190611/trump-mexico-tariffs-china/
Alison Sider,1,female,https://www.wsj.com/news/business/transportation
Robert Mcmillan,2,male,https://www.wsj.com/articles/lyrics-site-genius-com-accuses-google-of-lifting-its-content-11560677400?mod=hp_lead_pos6#comments_sector
Khadeeja Safdar,1,unknown,https://www.wsj.com/news/business/retail-industry
R.T. Watson,1,unknown,https://www.wsj.com/articles/disney-overshadows-rival-studios-as-reboots-and-sequels-sputter-11560710930
Dov Lieber,2,male,https://www.wsj.com/news/types/middle-east-news
Tang Wai Yin,2,unknown,http://www.latimes.com/world/la-fg-hong-kong-protest-20190616-story.html
Norman Pearlstine,1,male,http://www.latimes.com/nation/la-na-abortion-silence-men-20190616-story.html
Angela Reddock-Wright,1,female,http://www.latimes.com/business/la-fi-himi-reddock-wright-attorney-mediation-20190616-story.html
Stephen Moore,1,male,https://dailycaller.com/2019/06/12/moore-drug-prices/
Asa Mathat,1,male,https://www.vox.com/recode/2019/6/7/18654248/code-conference-2019-recode-videos-news-transcripts
Quentyn Kennemer,1,unknown,https://www.businessinsider.com/samsung-galaxy-s10-vs-galaxy-s10-plus
Michelle Larkin,1,female,https://www.businessinsider.com/jellyfish-facts-things-you-didnt-know-2019-6
Justin Maiman,1,male,https://www.businessinsider.com/how-my-professor-father-influenced-my-media-career-2019-6
James Barber,1,male,https://www.businessinsider.com/air-force-brig-gen-jeannie-leavitt-inspired-captain-marvel-character-2019-6
Gaurav Paswan,1,unknown,https://businessinsider.com.pl/media/tv-radio/platna-telewizja-na-swiecie-prognozy-do-2024-roku/mqlhgny
Ian Burke,1,male,https://www.businessinsider.my/burger-king-stranger-things-upside-down-whopper-2019-6/
Jean-Luc Ginder,1,male,https://www.huffingtonpost.fr/entry/une-crise-financiere-trente-fois-plus-puissante-quen-2008-est-imminente-mais-nous-sommes-dans-le-deni_fr_5d0361bae4b0985c419b6fc0?ncid=other_topnaventr_coabgdcpxri&utm_campaign=topnav
Nicolas Rapp,1,male,https://www.politico.com/agenda/story/2019/06/13/international-moon-missions-000922
Amanda Eisenberg,2,female,https://www.politico.com/states/new-york/albany/story/2019/06/18/bronx-principal-officially-kicks-off-primary-campaign-against-engel-1066995
Joey Peters,1,male,https://www.theguardian.com/football/2019/jun/17/matildas-show-resilience-in-face-of-adversity-both-on-and-off-the-pitch
John Francis Lane,1,male,https://www.theguardian.com/stage/2019/jun/15/franco-zeffirelli-obituary
Jacob Kenedy,1,male,https://www.theguardian.com/food/2019/jun/16/italian-summer-feast-recipes-clams-bream-torta-caprese-jaconb-kenedy
Max Liu,1,male,https://www.theguardian.com/lifeandstyle/2019/jun/15/apple-cores-down-sofa-slugs-in-sink-messy-childhood-max-liu
Brad Wilmouth,2,male,https://www.infowars.com/bill-maher-gop-has-become-ahole-dad-party-trump-useless-piece-of-crap/#vuukle-comments
Laurel Chor,1,female,https://www.nbcnews.com/news/world/hong-kong-protests-tens-thousands-rally-demand-leader-step-down-n1017986
David Rowell,1,male,https://www.washingtonpost.com/news/magazine/wp/2019/06/12/feature/the-supreme-talent-and-audacious-music-of-the-mattson-2/
Elizabeth Kiefer,1,female,https://www.washingtonpost.com/lifestyle/wellness/alcohol-based-hand-sanitizers-are-still-a-safe-bet/2019/06/07/b442a07c-86ed-11e9-98c1-e945ae5db8fb_story.html
Sara Clemence,1,female,https://www.washingtonpost.com/realestate/what-to-know-before-buying-that-dream-vacation-home-in-another-country/2019/06/12/617401c6-86d7-11e9-98c1-e945ae5db8fb_story.html
Fred Backus,1,male,https://www.cbsnews.com/news/cbs-news-battleground-tracker-poll-biden-leads-in-vote-choice-warren-harris-sanders-close-behind/
Saloni Gajjar,1,unknown,https://mashable.com/article/hbo-euphoria-review/
Mydrim Jones,1,unknown,"https://www.thesun.co.uk/news/9300395/mum-son-lesbian-lover-murder-killed-brazil/  
"
Carly Read,1,female,https://www.express.co.uk/news/politics/1140954/boris-johnson-tory-leadership-early-coronation-savid-javid-rory-stewart
Franck Iovene,1,unknown,https://news.yahoo.com/italian-director-franco-zeffirelli-dies-aged-96-media-133854959.html
Jan Flemr,1,male,https://news.yahoo.com/czechs-alarmed-populist-leaders-aim-public-media-190216557.html
Dave Altimari,1,male,https://www.courant.com/news/connecticut/hc-news-alex-jones-child-porn-investigation-20190614-harulorw5jczzddykmlafzyi5i-story.html
Jane Shilling,1,female,https://www.telegraph.co.uk/news/2019/06/16/thousands-protesters-call-carrie-lam-step-suspension-hong-kong/
Tatiana Fernandez,1,female,https://www.wdel.com/news/caribbean-expert-points-to-mosquito-disinfectant-as-possible-cause-of/article_cb30f9c2-8ef0-11e9-bf82-bfe4577fc9ae.html
Rachel Kadish,1,female,https://slate.com/human-interest/2019/06/anne-frank-helga-newmark-friendship-victim-perfection.html
Andrew O'Reilly,13,male,https://www.foxnews.com/politics/rep-eric-swalwell-drops-out-of-democratic-presidential-primary
Timothy Mcmahan King,1,male,https://www.foxnews.com/opinion/timothy-mcmahan-king-breaking-opioid-addiction
Stoney Stamper,1,unknown,https://www.foxnews.com/opinion/stoney-stamper-step-parenting-parents-families-kids
Jessica Bennett,2,female,http://www.nytimes.com/2019/06/17/business/women-power-leadership.html
Josh Williams,2,male,http://www.nytimes.com/interactive/2018/02/05/us/border-wall.html
Jeffrey Furticella,2,male,http://www.nytimes.com/interactive/2019/06/14/nyregion/new-york-skyline-inequality.html
Mary Jeanne Kreek,2,male,http://www.nytimes.com/2019/06/16/opinion/marijuana-brain-effects.html
Vali R. Nasr,2,unknown,http://www.nytimes.com/2019/06/17/opinion/iran-america-crisis.html
Robert E. Scott,2,male,http://www.nytimes.com/2019/06/16/opinion/elizabeth-warren-dollar.html
Katelyn Beaty,2,female,http://www.nytimes.com/2019/06/15/opinion/sunday/sex-christian.html
Tobias Grey,1,male,https://www.wsj.com/articles/introducing-anne-frank-to-a-new-generation-11560782351?mod=hp_featst_pos1
Sharon Terlep,1,female,https://www.wsj.com/articles/struggling-beauty-giant-coty-to-restructure-operations-11561983526?mod=hp_lead_pos7
Charlie Mcgee,3,male,https://www.wsj.com/articles/wall-street-chiefs-pay-doesnt-sync-with-returns-11562580018#comments_sector
Anna Pujol-Mazzini,1,female,http://www.latimes.com/world/africa/la-fg-mali-social-network-for-illiterates-20190617-story.html
Liz Shannon Miller,2,female,http://www.latimes.com/entertainment/envelope/la-en-st-margaret-qualley-fosse-verdon-20190617-story.html#nt=barker
Andrew Bender,1,male,http://www.latimes.com/travel/la-tr-travel-japan-with-teenager-20190616-story.html
Barbara Odanaka,3,female,http://www.latimes.com/health/la-he-outdoors-la-skateboarding-parks-20190607-story.html
Deborah Weinrauch,2,female,http://www.latimes.com/home/la-hm-la-affairs-deborah-weinrauch-my-music-teacher-my-adopted-father20190615-story.html#nt=barker
Andre Vergara,1,male,http://www.latimes.com/home/la-hm-four-hours-downtown-alhambra-20190614-story.html
Norm Frauenheim,1,male,https://www.latimes.com/sports/boxing/la-sp-tyson-fury-tom-schwarz-20190616-story.html#nt=tertiarynavbar
Ed Silverman,8,male,https://www.bostonglobe.com/2019/07/09/business/healthcare/stat/federal-judge-blocks-trump-rule-to-require-drug-prices-in-tv-ads/
Mark Angelides,2,male,https://dailycaller.com/2019/06/17/bill-proposes-breathalyzing-all-drivers/
K. E. Grubbs Jr.,2,unknown,https://dailycaller.com/2019/06/18/boneta-grubbs-sarah-sanders/
Ceo Of Amw Pr,10,unknown,https://dailycaller.com/2019/06/13/weiss-craven-youtube/
Mike Davis,1,male,https://dailycaller.com/2019/06/12/davis-kavanaugh-smear/
Charles Stratford,2,male,https://www.aljazeera.com/news/2019/07/iraq-landmines-legacy-decades-conflicts-190702114907319.html
Maysam Behravesh,2,unknown,https://www.aljazeera.com/news/2019/06/yemen-escalation-houthis-ramp-attacks-saudi-arabia-190622055136031.html
Samira Sadeque,1,female,https://www.aljazeera.com/news/2019/06/palestinian-museum-washington-dc-opens-190615140559950.html
Erin Hale,1,male,https://www.aljazeera.com/news/2019/06/hong-kong-lame-duck-leader-lam-faces-fight-political-life-190617084609491.html
Neha Dasgupta,1,unknown,https://www.businessinsider.com/india-tariffs-us-products-apples-almonds-2019-6?module=topTout&area=links
Alison Millington,4,female,https://www.businessinsider.com/fashion-mistake-men-women-make-baudoin-and-lange-founders-2019-7
Kat Tenbarge,10,female,https://www.businessinsider.com/jeffrey-epstein-trump-link-liking-women-on-the-younger-side-2019-7
Alexander Baunov,1,male,https://www.politico.com/magazine/story/2019/06/13/ivan-golunov-russian-reporter-vladimir-putin-227150
Yasmin Qureshi,1,female,https://www.theguardian.com/commentisfree/2019/jun/17/eu-islamophobia-britain-orban-china-muslims
Julia Powles,1,female,https://www.theguardian.com/technology/2019/jun/17/liberty-mounts-latest-court-challenge-to-snoopers-charter-mi5-gchq
Scott Bryan,1,male,https://www.theguardian.com/tv-and-radio/2019/jun/17/russian-doll-second-season-netflix
Jessica Pan,1,female,https://www.theguardian.com/lifeandstyle/2019/jun/17/i-was-an-introvert-with-a-grey-life-until-i-learned-to-let-go-on-stage
Ryan Pierse,1,male,https://www.theguardian.com/artanddesign/gallery/2019/jun/16/the-art-of-photography-sporting-images-in-pictures
Victoria Derbyshire,1,female,https://www.theguardian.com/politics/video/2019/jun/10/victoria-derbyshire-accidentally-swears-when-saying-jeremy-hunt-video
Luiza Sauma,1,unknown,https://www.theguardian.com/film/2019/jun/17/how-the-world-fell-under-the-spell-of-the-wizard-of-oz
Heather Cox Richardson,1,female,https://www.theguardian.com/commentisfree/2019/jun/17/the-historical-argument-for-impeaching-trump
Vicky Ward,1,female,https://www.theguardian.com/commentisfree/2019/jun/15/jared-kushner-cadre-corruption-ethics-foreign-funding
Daniel Dahm,1,male,https://www.clickorlando.com/news/politics/president-trump-supporters-line-up-37-hours-before-orlando-rally
David Fickling,1,male,https://finance.yahoo.com/news/cyberattacks-smart-grids-look-pretty-082619950.html
William Langewiesche,1,male,https://www.theatlantic.com/magazine/archive/2019/07/mh370-malaysia-airlines/590653/
Kayla Mamelak,1,female,http://www.fox5ny.com/news/woman-in-wheelchair-fires-taser-at-detroit-mcdonald-s-worker
Birgit Jennen,1,female,https://finance.yahoo.com/news/merkel-apos-twilight-germany-apos-040001972.html
Tony Maglio,1,male,https://www.thewrap.com/ratings-nik-and-lijana-wallendas-highwire-live-nets-5-2-million-viewers/
Rachel,1,female,https://www.dailystar.co.uk/news/world-news/785757/nasa-moon-mission-female-astronauts-artemis-2024
Rumaan Alam,3,unknown,https://slate.com/human-interest/2019/07/say-no-to-big-parties-care-and-feeding.html
Christopher Schaberg,2,male,https://slate.com/technology/2019/06/klm-flying-v-plane-climate-change-anthropocene.html
T.J. Raphael,1,unknown,https://slate.com/culture/2019/06/hit-parade-broadway-music-trivia.html
Britni De La Cretaz,4,female,http://www.nytimes.com/2019/06/18/opinion/androgyny-wnba-fashion.html#commentsContainer
Dan Taberski,2,male,http://www.nytimes.com/2019/06/18/opinion/cops-podcast-investigation-abuse.html
Beth Rodden,2,female,http://www.nytimes.com/2019/06/18/opinion/pregnant-athlete-sponsor-climber.html
Prashanth Ramakrishna,2,unknown,http://www.nytimes.com/2019/06/18/opinion/david-chalmers-virtual-reality.html
Robert Simonson,8,male,https://cooking.nytimes.com/recipes/1020094-indian-butter-tofu-tofu-makhani
Daniel Victor Keith Bradsher,1,male,https://cn.nytimes.com/china/20190617/carrie-lam-hong-kong-protests/
Stephen Wertheim,3,male,https://www.theguardian.com/commentisfree/2019/jul/01/democrats-defeat-trump-radically-anti-war
